,Aircraft,Cabin Staff Service,Date Flown,Food & Beverages,Ground Service,Inflight Entertainment,Recommended,Route,Seat Comfort,Seat Type,Type Of Traveller,Value For Money,Wifi & Connectivity
734,Boeing 777,1,April 2017,1.0,4,1.0,no,Punta Cana to Gatwick,1,Business Class,Solo Leisure,2,
735,Boeing 777-200 / 747-400,4,April 2017,1.0,3,3.0,no,London to Washington,3,Economy Class,Family Leisure,3,1.0
736,Boeing 747-400,4,April 2017,1.0,4,4.0,yes,London to New York JFK,5,Economy Class,Family Leisure,4,
737,Boeing 747-400,4,April 2017,3.0,5,4.0,yes,Stavanger to Las Vegas via London,4,Economy Class,Couple Leisure,4,
738,,3,April 2017,1.0,2,5.0,no,London to Moscow,1,Economy Class,Solo Leisure,1,1.0
739,A320,1,April 2017,1.0,1,1.0,no,LHR to IST,1,Business Class,Business,3,1.0
740,Boeing 747-400,3,February 2017,1.0,3,2.0,no,Los Angeles to London Heathrow,1,Economy Class,Solo Leisure,1,
741,Boeing 777,5,April 2017,5.0,5,4.0,yes,Sofia to Boston via London,5,Business Class,Family Leisure,5,
742,B777-300ER / A320 / A380,5,March 2017,4.0,5,5.0,yes,Copenhagen to Hong Kong via London,5,Business Class,Couple Leisure,5,
743,,2,April 2017,1.0,3,1.0,no,London to Larnaca,3,Economy Class,Solo Leisure,1,1.0
744,,2,April 2017,1.0,1,3.0,no,London Heathrow to New York JFK,1,Economy Class,Family Leisure,1,1.0
745,Boeing 747,2,March 2017,1.0,1,1.0,no,San Diego to London,1,Premium Economy,Business,1,
746,Boeing 777-200,4,January 2017,2.0,5,2.0,no,Philadelphia to Edinburgh via Heathrow,2,Economy Class,Solo Leisure,4,
747,Boeing 747-400,3,March 2017,1.0,2,1.0,no,London Heathrow to New York JFK,2,Business Class,Business,1,
748,,1,November 2016,1.0,1,1.0,no,London to Singapore,1,Business Class,Couple Leisure,1,1.0
749,Boeing 767,4,April 2017,4.0,1,1.0,no,Rome to London,1,Business Class,Couple Leisure,3,1.0
750,Boeing 787-8,3,April 2017,1.0,2,2.0,no,London to New Orleans,1,Economy Class,Business,1,1.0
751,A380,5,March 2017,2.0,4,4.0,no,Miami to London,3,Business Class,Business,2,
752,Boeing 747,5,January 2017,1.0,3,2.0,no,Cape Town to Berlin via London,3,Premium Economy,Business,1,
753,A320,3,March 2017,1.0,3,1.0,no,London Heathrow to Munich,3,Economy Class,Business,3,
754,,5,February 2017,3.0,1,2.0,no,Gatwick to Cancun,2,Business Class,Couple Leisure,1,1.0
755,,1,March 2017,1.0,1,1.0,no,Malaga to Gatwick,1,Economy Class,Couple Leisure,2,1.0
756,Boeing 747,2,March 2017,2.0,3,5.0,no,London to New York,4,Economy Class,Business,3,
757,Boeing 777,5,March 2017,4.0,5,4.0,no,Gatwick to Grenada,5,Business Class,Family Leisure,1,
758,A320-200,3,March 2017,1.0,2,1.0,no,Lisbon to London,4,Economy Class,Business,1,
759,Boeing 747,3,January 2017,1.0,1,1.0,no,Miami to London,1,Economy Class,Business,1,
760,A380,1,March 2017,1.0,3,3.0,no,London to Los Angeles,3,Economy Class,Business,1,
761,Boeing 777,1,March 2017,3.0,5,4.0,no,Mauritius to Gatwick,4,Business Class,Couple Leisure,2,
762,A380,4,March 2017,1.0,3,2.0,no,London Heathrow to Hong Kong,4,Premium Economy,Couple Leisure,2,
763,,4,March 2017,1.0,2,1.0,no,Frankfurt to Hong Kong via London,2,Business Class,Business,2,1.0
764,Boeing 777,4,March 2017,2.0,3,2.0,no,Toronto to Berlin via London,1,Business Class,Couple Leisure,1,
765,Boeing 787-9,1,March 2017,1.0,4,3.0,no,London Heathrow to Dubai,4,Economy Class,Couple Leisure,1,4.0
766,Boeing 747-400,3,March 2017,3.0,3,3.0,no,London Heathrow to Johannesburg,1,Economy Class,Solo Leisure,2,
767,Boeing 777,3,March 2017,1.0,3,2.0,no,London to Barbados,3,Economy Class,Couple Leisure,2,
768,Boeing 777,2,February 2017,4.0,4,1.0,no,London Heathrow to Bangkok,3,Economy Class,Solo Leisure,3,1.0
769,Boeing 777-300,3,February 2017,2.0,4,2.0,no,Beijing to London,4,Economy Class,Solo Leisure,3,
770,,2,March 2017,1.0,1,2.0,no,Montreal to London Heathrow,3,Economy Class,Couple Leisure,1,2.0
771,Boeing 747-400 / 777-200,3,March 2017,1.0,3,1.0,no,GOT to SFO/PHX via LHR,4,Economy Class,Family Leisure,2,
772,Boeing 777,4,March 2017,3.0,1,3.0,no,Gatwick to Mauritius,3,Business Class,Couple Leisure,3,
773,Boeing 747-400,5,March 2017,4.0,4,4.0,yes,San Diego to London,4,Business Class,Couple Leisure,4,
774,Boeing 777,3,February 2017,2.0,5,2.0,no,Amsterdam to St Lucia via Gatwick,2,Business Class,Business,1,
775,A320 / Boeing 777-200,2,March 2017,1.0,2,2.0,no,Edinburgh to Luanda via Heathrow,3,Economy Class,Business,1,1.0
776,,1,March 2017,2.0,3,3.0,no,London to Las Vegas,1,Economy Class,Solo Leisure,1,1.0
777,Boeing 777-200,1,February 2017,1.0,2,2.0,no,Gatwick to Bridgetown,1,Economy Class,Couple Leisure,1,
778,Boeing 777,2,March 2017,3.0,1,3.0,no,Orlando to London,2,Business Class,Business,1,
779,Boeing 787-9,3,March 2017,1.0,4,3.0,no,Newark to London,2,Business Class,Business,2,
780,Boeing 747,3,February 2017,1.0,2,2.0,no,London to Chicago,2,Economy Class,Couple Leisure,1,
781,Boeing 747-400,3,March 2017,2.0,3,2.0,no,LHR to YVR,3,Premium Economy,Solo Leisure,2,
782,A380/A320,3,February 2017,2.0,3,2.0,no,Singapore to Venice via London,3,Economy Class,Solo Leisure,3,
783,Boeing 747-400,3,March 2017,1.0,4,4.0,no,Cape Town to London,1,Economy Class,Couple Leisure,3,
784,Boeing 747-400 & A320/321,3,February 2017,2.0,5,5.0,no,Kuwait to Edinburgh via London,5,Premium Economy,Solo Leisure,3,
785,Boeing 777-200,5,March 2017,3.0,3,4.0,yes,St Lucia to Gatwick,5,Business Class,Couple Leisure,3,
786,Boeing 747-400,5,March 2017,5.0,5,4.0,yes,Cape Town to London,5,Business Class,Couple Leisure,4,
787,,3,February 2017,1.0,1,1.0,no,Malta to Gatwick,2,Economy Class,Solo Leisure,1,1.0
788,Boeing 767,2,February 2017,3.0,2,2.0,no,London to Larnaca,1,Economy Class,Business,1,1.0
789,Boeing 747-400,5,February 2017,3.0,4,5.0,yes,Chicago to London,5,Premium Economy,Business,4,
790,Boeing 747-400,2,February 2017,1.0,2,1.0,no,Phoenix to London Heathrow,1,Economy Class,Couple Leisure,1,1.0
791,Boeing 747-400,5,February 2017,5.0,5,4.0,yes,London to Chicago O'Hare,5,Business Class,Business,5,
792,Boeing 777,2,February 2017,2.0,2,1.0,no,London to Mumbai,2,Premium Economy,Business,3,
793,Boeing 777,3,February 2017,1.0,1,1.0,no,San Jose to London Gatwick,4,Business Class,Couple Leisure,1,1.0
794,A380,4,December 2016,1.0,5,5.0,yes,London to Miami,4,Economy Class,Solo Leisure,5,
795,A320,5,January 2017,2.0,5,3.0,yes,Berlin to London,5,Economy Class,Solo Leisure,2,
796,A320,5,February 2017,1.0,3,1.0,no,Istanbul to London,3,Economy Class,Solo Leisure,2,
797,Boeing 777-200,1,February 2017,1.0,3,1.0,no,London Heathrow to Chicago,1,First Class,Business,1,1.0
798,Boeing 777,3,February 2017,2.0,4,2.0,yes,Gatwick to Cape Town,4,Economy Class,Couple Leisure,4,
799,Boeing 787-8 / 787-9,4,February 2017,2.0,4,1.0,no,Toronto to London,3,Premium Economy,Solo Leisure,3,
800,Boeing 747-400,5,February 2017,5.0,5,4.0,yes,London to Las Vegas,4,Economy Class,Couple Leisure,5,
801,Boeing 747,3,February 2017,2.0,4,3.0,no,Accra to London Heathrow,2,Economy Class,Couple Leisure,3,
802,Boeing 777,3,February 2017,4.0,2,4.0,no,London Gatwick to Mauritius,4,Business Class,Couple Leisure,3,
803,Boeing 747-400,5,February 2017,4.0,4,3.0,yes,London to Vancouver,2,Economy Class,Solo Leisure,3,
804,A380,5,February 2017,4.0,5,4.0,yes,Washington to London,5,Economy Class,Solo Leisure,5,
805,Boeing 777,3,January 2017,1.0,3,1.0,no,Bangkok to London,1,Economy Class,Business,1,1.0
806,Boeing 777,4,February 2017,4.0,4,4.0,yes,London to Hong Kong,4,Business Class,Business,4,
807,Boeing 747,1,February 2017,1.0,1,1.0,no,Chicago to London Heathrow,1,Premium Economy,Business,1,1.0
808,"Boeing 767, A319",2,February 2017,2.0,4,2.0,no,London Heathrow to Rome,2,Economy Class,Family Leisure,2,
809,Boeing 777-200,5,February 2017,1.0,1,3.0,no,Dublin to Seattle via London Heathrow,2,Economy Class,Couple Leisure,3,
810,Boeing 767-300,2,February 2017,1.0,2,1.0,no,London Heathrow to Athens,2,Economy Class,Business,2,
811,Boeing 777,1,February 2017,1.0,3,4.0,no,Doha to London Heathrow,1,Business Class,Business,2,
812,,3,December 2016,3.0,1,3.0,no,Vienna to Los Angeles via London,2,Economy Class,Solo Leisure,1,3.0
813,A380,1,February 2017,1.0,2,1.0,no,Los Angeles to London,2,Economy Class,Business,1,
814,,2,December 2016,1.0,3,3.0,no,London to New York,3,Economy Class,Family Leisure,1,3.0
815,Boeing 777,5,February 2017,4.0,5,3.0,yes,TPA to ATH via LGW,4,Economy Class,Couple Leisure,5,
816,A380,4,January 2017,3.0,4,3.0,yes,Hong Kong to London,4,Business Class,Solo Leisure,5,
817,Boeing 777-200ER,3,January 2017,1.0,3,1.0,no,Gatwick to Barbados,2,Economy Class,Couple Leisure,2,1.0
818,A380,5,January 2017,5.0,1,4.0,yes,LHR to SFO,5,Business Class,Couple Leisure,4,
819,A380,5,January 2017,5.0,5,5.0,yes,LHR to IAD,3,Economy Class,Solo Leisure,5,
820,Boeing 777,2,January 2017,2.0,1,2.0,no,LHR to HKG,1,Business Class,Solo Leisure,2,
821,Boeing 777,5,January 2017,4.0,4,4.0,yes,London Gatwick to Mauritius,4,Economy Class,Couple Leisure,4,
822,,2,January 2017,3.0,1,2.0,no,LAX to NCE via LHR,3,Economy Class,Couple Leisure,1,1.0
823,Boeing 747,5,January 2017,5.0,5,3.0,yes,YVR to LHR,3,Economy Class,Solo Leisure,4,
824,A320,1,January 2017,1.0,2,1.0,no,LHR to MXP,1,Economy Class,Business,3,1.0
825,A380,2,September 2016,1.0,2,3.0,no,London to Johannesburg,4,Economy Class,Couple Leisure,2,
826,A321,3,January 2017,1.0,3,1.0,no,MAD to LHR,2,Economy Class,Business,1,1.0
827,Boeing 777,4,January 2017,4.0,4,4.0,yes,LHR to PHL,5,First Class,Solo Leisure,5,
828,Boeing 747-400,5,January 2017,4.0,3,2.0,no,LHR to CPT,3,First Class,Couple Leisure,3,
829,Boeing 747 / A380,3,January 2017,3.0,4,3.0,yes,SFO to JNB via LHR,4,Business Class,Solo Leisure,3,
830,,5,January 2017,1.0,5,1.0,no,Larnaca to London Heathrow,3,Economy Class,Couple Leisure,1,1.0
831,A320,5,August 2016,3.0,5,1.0,yes,London to Manchester,5,Economy Class,Couple Leisure,3,
832,Boeing 787,4,October 2016,4.0,3,3.0,yes,Lisbon to San Jose via London,3,Business Class,Couple Leisure,4,
833,Boeing 747-400,1,August 2016,1.0,1,1.0,no,LHR to PHX,1,Premium Economy,Business,1,
834,Boeing 777,3,January 2017,2.0,1,2.0,no,Gatwick to Tampa,3,Business Class,Couple Leisure,1,
835,Boeing 747,1,January 2017,1.0,2,1.0,no,Miami to London,2,Economy Class,Solo Leisure,1,1.0
836,Boeing 747,2,January 2017,1.0,1,2.0,no,LHR to DXB,2,Economy Class,Business,2,
837,Boeing 777,5,January 2017,1.0,1,1.0,no,BKK to CDG via LHR,2,Business Class,Couple Leisure,1,1.0
838,,5,January 2017,5.0,5,5.0,yes,BKK to LHR,5,Economy Class,Solo Leisure,5,5.0
839,Boeing 747-400,3,January 2017,3.0,4,3.0,no,LHR to CPT,3,Business Class,Couple Leisure,3,
840,Boeing 787-9,1,November 2016,1.0,3,3.0,no,LHR to KUL,3,First Class,Solo Leisure,1,
841,A320,4,January 2017,1.0,4,1.0,no,LED to LHR,3,Economy Class,Solo Leisure,2,
842,Boeing 777,1,December 2016,1.0,1,1.0,no,LGW to BGI,1,Business Class,Couple Leisure,1,
843,,3,January 2017,2.0,2,2.0,no,JFK to LHR,3,Economy Class,Solo Leisure,3,1.0
844,Boeing 777,2,January 2017,4.0,4,4.0,yes,IAH to LHR,4,Business Class,Solo Leisure,4,
845,Boeing 777,3,December 2016,1.0,3,1.0,no,LGW to CUN,3,Business Class,Couple Leisure,2,
846,Boeing 777,2,January 2017,2.0,1,4.0,no,LHR to HKG,3,Business Class,Solo Leisure,1,
847,A321,5,January 2017,3.0,3,3.0,yes,LHR to AMM,5,Business Class,Solo Leisure,4,
848,,2,January 2017,1.0,2,2.0,no,LGW to BGI,1,Economy Class,Couple Leisure,2,1.0
849,Boeing 787,3,December 2016,2.0,4,1.0,no,KUL to LHR,1,Economy Class,Couple Leisure,2,1.0
850,Boeing 747,4,January 2017,3.0,4,3.0,no,MIA to LHR,1,Business Class,Family Leisure,1,
851,Boeing 777,1,December 2016,1.0,1,1.0,no,SYD to LHR,1,Economy Class,Couple Leisure,1,1.0
852,Boeing 777,4,January 2017,4.0,3,2.0,no,LHR to HKG,1,Business Class,Couple Leisure,1,
853,Boeing 787-9,5,December 2016,4.0,4,4.0,yes,YYZ to LHR,3,Business Class,Solo Leisure,4,
854,Boeing 777,3,December 2016,3.0,3,3.0,yes,LHR to LIM,3,Economy Class,Couple Leisure,3,
855,Boeing 747-400,4,December 2016,2.0,1,1.0,no,ARN to DEN via LHR,3,Economy Class,Solo Leisure,2,
856,Boeing 747,4,December 2016,2.0,4,3.0,no,CUN to LGW,3,Economy Class,Solo Leisure,2,
857,Boeing 747-400,5,December 2016,4.0,4,4.0,yes,MAN to SAN via LHR,4,First Class,Couple Leisure,4,
858,Boeing 777-200ER,4,November 2016,4.0,5,3.0,yes,LGW to TPA,3,Economy Class,Family Leisure,3,1.0
859,A380,4,September 2016,4.0,5,5.0,yes,LAX to LHR,5,Premium Economy,Solo Leisure,5,
860,Boeing 747-400,5,December 2016,2.0,4,3.0,yes,FRA to CPT via LHR,4,Business Class,Couple Leisure,4,
861,Boeing 787,3,December 2016,2.0,1,3.0,no,BWI to LHR,2,Economy Class,Couple Leisure,1,
862,Boeing 787,4,December 2016,2.0,4,5.0,no,BKK to LHR,4,Premium Economy,Couple Leisure,3,
863,A320,1,December 2016,1.0,1,1.0,no,LHR to CPH,1,Economy Class,Business,1,1.0
864,Boeing 777,3,December 2016,1.0,1,2.0,no,LGW to ANU,3,Economy Class,Couple Leisure,2,1.0
865,Boeing 747-400,5,December 2016,4.0,3,5.0,yes,LHR to CPT,4,Economy Class,Solo Leisure,5,
866,Boeing 777,1,December 2016,1.0,1,1.0,no,BKK to MAN via LHR,1,Premium Economy,Couple Leisure,1,
867,Boeing 777-200,3,December 2016,2.0,4,1.0,no,UVF to LGW,1,First Class,Couple Leisure,1,
868,Boeing 777,2,December 2016,2.0,2,1.0,no,LHR to EZE,1,Economy Class,Solo Leisure,2,
869,A380,3,December 2016,3.0,3,1.0,yes,HKG to LHR,1,Economy Class,Solo Leisure,4,
870,Boeing 777,1,October 2016,2.0,1,2.0,no,LHR to PHL,1,Premium Economy,Family Leisure,1,1.0
871,Boeing 747,2,November 2016,2.0,3,2.0,no,DFW to BOM via LHR,3,Business Class,Business,3,
872,Boeing 787-900,4,December 2016,3.0,4,3.0,yes,LHR to AUS,2,Business Class,Solo Leisure,2,
873,A380,4,December 2016,4.0,4,3.0,yes,LHR to HKG,4,Business Class,Business,5,
874,,1,December 2016,1.0,1,1.0,no,MAN to PVG via LHR,1,Premium Economy,Business,1,1.0
875,Boeing 787,3,December 2016,1.0,2,2.0,no,CTU to LHR,2,Business Class,Business,1,1.0
876,Boeing 777,2,December 2016,2.0,4,3.0,yes,LHR to SEA,3,Premium Economy,Solo Leisure,3,
877,Boeing 777,3,November 2016,3.0,2,4.0,yes,SEA to LHR,4,Business Class,Solo Leisure,2,
878,Boeing 777-200,2,December 2016,1.0,1,1.0,no,LGW to UVF,3,First Class,Couple Leisure,1,
879,Boeing 777-300 / A380,2,December 2016,2.0,4,3.0,yes,SYD to LHR via SIN,3,Economy Class,Business,4,
880,Boeing 747-400,1,November 2016,1.0,4,2.0,no,LHR to CPT,1,Economy Class,Couple Leisure,1,2.0
881,Boeing 787,5,October 2016,3.0,5,4.0,yes,LHR to YYC,5,Premium Economy,Couple Leisure,4,4.0
882,A320,2,December 2016,1.0,1,1.0,no,LHR to LIS,1,Business Class,Business,1,
883,A380 800,2,November 2016,1.0,3,4.0,no,LHR to HKG,1,Economy Class,Couple Leisure,2,3.0
884,Boeing 777,2,December 2016,2.0,4,1.0,no,LHR to BKK,2,Economy Class,Family Leisure,2,1.0
885,Boeing 777,1,December 2016,2.0,1,2.0,no,SIN to  SYD,2,Business Class,Couple Leisure,1,
886,A321,2,November 2016,1.0,3,1.0,no,LHR to ZRH,1,Business Class,Business,1,1.0
887,A380,5,November 2016,5.0,3,4.0,yes,SIN to LHR,5,First Class,Business,4,
888,Boeing 777-200ER,4,November 2016,4.0,4,3.0,yes,JFK to LHR,4,Economy Class,Solo Leisure,4,
889,Boeing 777,5,November 2016,4.0,5,4.0,yes,LHR to YYZ,5,First Class,Business,5,
890,Boeing 787-800,5,November 2016,5.0,3,3.0,no,MAA to LHR,5,Business Class,Couple Leisure,3,3.0
891,A380,5,November 2016,5.0,5,4.0,yes,SIN to LHR,5,Premium Economy,Business,5,5.0
892,Boeing 777,5,November 2016,5.0,3,4.0,yes,TLV to LHR,3,Economy Class,Couple Leisure,4,
893,Boeing 747-400,3,April 2016,3.0,2,3.0,no,LHR to SFO,3,First Class,Solo Leisure,3,
894,Boeing 777-200,4,October 2016,3.0,5,3.0,yes,LHR to YYZ,3,Economy Class,Family Leisure,4,
895,Boeing 747-400,5,November 2016,2.0,3,5.0,no,DUS to BOS via LHR,3,Business Class,Business,2,
896,A380,5,November 2016,5.0,5,4.0,yes,LHR to SIN,5,First Class,Business,5,
897,,1,August 2016,1.0,1,1.0,no,LHR to DEL,1,Premium Economy,Business,1,1.0
898,Boeing 737,4,November 2016,3.0,4,2.0,yes,LHR to KBP,3,Economy Class,Solo Leisure,4,2.0
899,Boeing 747-400,5,November 2016,5.0,4,2.0,yes,LHR to LAS,5,First Class,Solo Leisure,4,
900,Various,1,August 2016,2.0,2,1.0,no,BKK to LHR via LAD & ABV,1,Economy Class,Business,1,
901,A321,2,November 2016,1.0,4,4.0,yes,LHR to DME,3,Economy Class,Business,4,
902,Boeing 777,1,October 2016,1.0,4,2.0,no,LGW to BGI,2,Economy Class,Business,1,
903,A380,3,November 2016,1.0,2,3.0,no,JNB to LHR,5,First Class,Couple Leisure,1,
904,A380,4,November 2016,4.0,3,5.0,yes,MIA to LHR,5,Premium Economy,Couple Leisure,4,
905,Boeing 787-900,5,November 2016,4.0,5,5.0,yes,LHR to BWI,5,Premium Economy,Couple Leisure,5,
906,Boeing 787-800 / 777-200,4,November 2016,1.0,1,4.0,no,YYZ to LHR,4,First Class,Couple Leisure,2,
907,A380,5,November 2016,4.0,5,4.0,yes,LHR to IAD,5,First Class,Couple Leisure,4,
908,Boeing 747-400,5,November 2016,4.0,4,4.0,yes,DFW to LHR,5,First Class,Couple Leisure,4,
909,A380-800,3,October 2016,1.0,2,1.0,no,LHR to MIA,3,Economy Class,Family Leisure,2,
910,Boeing 787,4,November 2016,2.0,2,3.0,no,LHR to DXB,3,First Class,Family Leisure,2,
911,Boeing 777,4,November 2016,1.0,2,3.0,no,DXB to LHR,3,First Class,Couple Leisure,2,
912,Boeing 777-200,2,November 2016,1.0,2,1.0,no,LHR to BKK,2,Premium Economy,Solo Leisure,2,1.0
913,Boeing 777,1,November 2016,1.0,1,3.0,no,LGW to BGI,1,Premium Economy,Couple Leisure,1,
914,Boeing 747-400 / A380,1,November 2016,3.0,1,2.0,no,JNB to CLT via LHR,1,Economy Class,Solo Leisure,3,
915,A380,5,October 2016,5.0,4,5.0,yes,LHR to LAX,5,First Class,Couple Leisure,5,
916,Boeing 777,1,November 2016,1.0,3,1.0,no,MRU to LGW,2,Premium Economy,Couple Leisure,1,
917,Boeing 787-9,4,October 2016,3.0,4,3.0,yes,LHR to KUL,3,First Class,Couple Leisure,3,
918,Boeing 767-300,2,November 2016,1.0,2,1.0,no,LCA to LHR,2,Economy Class,Business,1,
919,Boeing 777-200,1,November 2016,1.0,1,1.0,no,LGW to MCO,1,Business Class,Family Leisure,1,1.0
920,Boeing 777,4,November 2016,1.0,3,3.0,yes,LHR to BKK,3,Economy Class,Solo Leisure,3,
921,A380-800,5,October 2016,4.0,4,4.0,yes,LHR to LAX,4,Economy Class,Couple Leisure,4,
922,Boeing 777,2,November 2016,1.0,5,2.0,no,UVF  to LGW,2,Premium Economy,Couple Leisure,1,
923,,3,October 2016,2.0,4,4.0,no,LHR to BOS,2,Economy Class,Couple Leisure,2,3.0
924,Boeing 747-400,3,October 2016,2.0,1,3.0,no,LHR to JFK,2,Economy Class,Couple Leisure,3,
925,Boeing 787,5,October 2016,5.0,4,5.0,yes,ICN to LHR,4,Economy Class,Solo Leisure,4,
926,A380 and Boeing 737-800,5,October 2016,4.0,3,4.0,yes,LHR to CPT via JNB,4,Economy Class,Solo Leisure,5,
927,A380,3,October 2016,2.0,3,1.0,no,HKG to LHR,3,Business Class,Couple Leisure,2,
928,Boeing 747-400,5,October 2016,5.0,5,5.0,yes,LHR to ORD,5,Business Class,Solo Leisure,5,
929,Boeing 747-400,2,October 2016,1.0,2,2.0,no,YVR to LHR,3,Economy Class,Solo Leisure,2,
930,A380,5,October 2016,4.0,5,1.0,yes,LHR to MIA,4,Premium Economy,Couple Leisure,4,
931,"Boeing 747-400,  A320, A319",5,October 2016,4.0,5,5.0,yes,KWI to EDI via LHR,5,Economy Class,Solo Leisure,5,
932,A319,1,October 2016,1.0,1,1.0,no,LHR to BRU,1,Business Class,Business,1,
933,Boeing 777-200,3,October 2016,2.0,3,3.0,no,BKK to LHR,3,Business Class,Couple Leisure,3,
934,Boeing 747 400,3,September 2016,4.0,5,2.0,yes,LHR to LAX,5,Business Class,Couple Leisure,4,
935,Boeing 777-300,2,October 2016,1.0,3,3.0,no,HND to LHR,2,Premium Economy,Business,2,
936,Boeing 747,4,October 2016,3.0,4,4.0,yes,LHR to BOS,4,First Class,Solo Leisure,4,3.0
937,A380,1,October 2016,1.0,1,1.0,no,SFO to MAN via LHR,2,Economy Class,Couple Leisure,1,
938,Boeing 777-200,1,October 2016,2.0,2,1.0,no,LHR to SFO,1,Economy Class,Couple Leisure,1,
939,A380,4,October 2016,3.0,1,3.0,no,LHR to SIN,4,First Class,Business,1,
940,"Boeing 747, A380",4,June 2016,2.0,4,3.0,no,JNB to ATH via LHR,3,First Class,Business,1,
941,Boeing 787-9,1,August 2016,1.0,2,1.0,no,LHR to KUL,4,First Class,Solo Leisure,2,
942,Boeing 787,4,October 2016,4.0,3,5.0,no,LHR to ICN,1,Economy Class,Couple Leisure,3,4.0
943,Boeing 777 / A320,1,September 2016,1.0,1,3.0,no,SEA to PRG via LHR,3,Economy Class,Couple Leisure,2,
944,A380,2,August 2016,1.0,2,1.0,no,SIN to LHR,1,Economy Class,Family Leisure,2,2.0
945,A380,4,September 2016,4.0,2,3.0,no,IAD to NBO via LHR,2,First Class,Couple Leisure,3,
946,,4,October 2016,1.0,2,1.0,no,DBV to LGW,2,Economy Class,Solo Leisure,2,1.0
947,Boeing 787-8 / A320,5,October 2016,5.0,1,3.0,no,YYC to FCO via LHR,2,Business Class,Couple Leisure,1,
948,Boeing 747-400,2,October 2016,1.0,3,1.0,yes,LHR to DEN,3,Economy Class,Solo Leisure,3,
949,Boeing 777,4,July 2016,2.0,1,2.0,no,DXB to DUB via LHR,4,First Class,Business,1,1.0
950,Boeing 747-400,2,October 2016,2.0,4,1.0,no,LAS to LHR,2,Economy Class,Couple Leisure,1,1.0
951,Boeing 747,5,October 2016,4.0,2,4.0,yes,BOS to LHR,4,Economy Class,Solo Leisure,4,
952,Boeing 777 / 747,4,May 2016,1.0,4,1.0,no,YYZ to LIS via LHR,3,Premium Economy,Business,3,
953,Boeing 777,2,October 2016,3.0,2,3.0,no,LHR to ATL,3,Premium Economy,Couple Leisure,3,
954,Boeing 777,4,September 2016,2.0,1,5.0,yes,BOS to LHR,3,Economy Class,Couple Leisure,4,
955,A380,2,September 2016,1.0,3,1.0,no,JNB to LHR,1,Business Class,Couple Leisure,2,1.0
956,Boeing 777,1,September 2016,1.0,3,2.0,no,LGW to MRU,3,Economy Class,Couple Leisure,2,
957,,3,July 2016,3.0,1,1.0,no,GLA to ZRH via LCY,3,Economy Class,Couple Leisure,1,1.0
958,Boeing 767,3,September 2016,3.0,2,1.0,no,LCA to LHR,3,Economy Class,Family Leisure,2,
959,Boeing 777,3,September 2016,1.0,3,1.0,no,SJO to LGW,1,Economy Class,Family Leisure,3,1.0
960,Boeing 777-200,3,September 2016,2.0,5,3.0,no,LHR to BKK,3,Business Class,Couple Leisure,3,
961,Boeing 777,4,September 2016,4.0,5,4.0,yes,MEL to SIN via SYD,3,First Class,Couple Leisure,4,
962,Boeing 787,3,September 2016,3.0,1,4.0,yes,SJC to LHR,4,Premium Economy,Solo Leisure,4,
963,Boeing 747-400 / 777,2,September 2016,3.0,3,2.0,no,BAH to BOS via LHR,2,Business Class,Solo Leisure,3,
964,Boeing 777,5,September 2016,4.0,3,4.0,yes,LGW to JFK,2,Business Class,Solo Leisure,4,
965,A380,5,September 2016,3.0,4,4.0,yes,LHR to JNB,4,Economy Class,Couple Leisure,5,
966,Boeing 777-300,5,September 2016,1.0,1,1.0,no,ATL to GVA via LHR,2,Premium Economy,Business,1,1.0
967,Boeing 777-300,2,September 2016,1.0,1,4.0,no,ATL to LHR,1,Economy Class,Couple Leisure,1,
968,Boeing 787,4,September 2016,4.0,3,4.0,yes,AUH to LHR,4,Premium Economy,Business,4,
969,Boeing 777-200,2,September 2016,1.0,3,1.0,no,London to JFK,2,Premium Economy,Family Leisure,2,
970,A380,2,September 2016,3.0,3,2.0,yes,LHR to JNB,3,Economy Class,Business,2,
971,Boeing 787,1,September 2016,2.0,1,3.0,no,AUH to LHR,2,Economy Class,Family Leisure,3,
972,Boeing 747,4,August 2016,1.0,1,4.0,no,LHR to SEA,3,Economy Class,Family Leisure,2,
973,Boeing 767,1,September 2016,1.0,3,3.0,no,LHR to ATH,1,Business Class,Solo Leisure,1,
974,,4,August 2016,3.0,2,1.0,no,LGW to BIO,3,Economy Class,Couple Leisure,2,1.0
975,Boeing 767,5,September 2016,4.0,4,2.0,yes,LHR to IST,4,Business Class,Business,4,
976,Boeing 747-400,1,September 2016,1.0,1,1.0,no,MIA to LHR,1,First Class,Couple Leisure,1,
977,Boeing 747,3,September 2016,4.0,4,1.0,no,LHR to DEN,1,Economy Class,Business,2,
978,Boeing 747-400,4,September 2016,4.0,5,2.0,yes,LHR to CPT,3,Economy Class,Solo Leisure,4,
979,A380,1,August 2016,1.0,2,2.0,no,LHR to JNB,1,Economy Class,Couple Leisure,1,
980,A320,4,September 2016,1.0,3,1.0,yes,LHR to LCA,3,Economy Class,Family Leisure,3,
981,Boeing 777,4,August 2016,2.0,1,2.0,no,ATL to LHR,3,First Class,Business,1,
982,A380-800,4,September 2016,3.0,1,4.0,no,LHR to HKG,4,Business Class,Solo Leisure,3,
983,A320,1,August 2016,1.0,1,1.0,no,LHR to TXL,1,Business Class,Business,1,1.0
984,,4,September 2016,3.0,1,4.0,no,LHR to SVO,4,Business Class,Business,1,3.0
